Code	Lat	Long	Tax
FNL	40.58333	-105.083	
FNR	58.33333	-134.583	
FNT	42.96076	-83.7456	
FNU	39.89514	8.64062	
FOA	60.16667	-2.08333	
FOB	39.47317	-123.795	
FOC	25.93453	119.6662	
FOD	42.5525	-94.1897	
FOE	38.96169	-95.6815	
FOG	41.43399	15.54437	
FOK	40.83333	-72.6667	
FOM	5.75	10.83333	
FON	10.4	-84.4833	
FOO	-1.05	134.9	
FOP	33.61667	-84.3667	
FOR	-3.77907	-38.5408	
FOS	-30.8167	128.05	
FOT	-32.1833	151.5167	
FOU	-1.2	10.78333	
FOX	64	-147	
FOY	8.355762	-10.2274	
FPO	26.55651	-78.6956	
FPR	27.45	-80.3333	
FPY	30.11667	-83.5833	
FRA	50.02294	8.524938	
FRB	-33.4	148.05	
FRC	-20.5519	-47.4375	
FRD	48.52363	-123.025	
FRE	-8.1	159.5833	
FRG	40.73333	-73.4167	
FRH	38.55	-86.6167	
FRI	39.08333	-96.7833	
FRK	-4.58333	55.96667	
FRL	44.19547	12.06753	
FRM	43.64722	-94.4236	
FRN	61.25	-149.683	
FRO	61.58643	5.024577	
FRP	57.84583	-135.025	
FRQ	-5.41667	141.7	
FRR	38.91737	-78.2547	
FRS	16.91667	-89.8833	
FRT	-41.1299	-73.0642	
FRU	43.06139	74.4775	
FRW	-21.1592	27.47158	
FRY	43.99007	-70.9476	
FRZ	51.11667	9.266667	
FSC	41.49863	9.098223	
FSD	43.5803	-96.7312	
FSI	34.65072	-98.42	
FSK	37.83333	-94.7	
FSL	-18.2	125.8	
FSM	35.33925	-94.357	
FSN	42.15	-87.9667	
FSP	46.91667	-56.1667	
FSS	57.65	-3.56667	
FST	30.89389	-102.879	
FSU	34.48769	-104.216	
FSZ	34.7965	138.1841	
FTA	-19.4167	170.25	
FTE	-50.2808	-72.0506	
FTI	-14.2161	-169.424	
FTK	37.9	-85.95	
FTL	61.88333	-162.083	
FTU	-25.042	46.9502	
FTW	32.75	-97.3333	
FTX	-0.98333	16.00833	
FTY	33.78333	-84.5167	
FUB	-6.06667	150.65	
FUE	28.44712	-13.8661	
FUG	32.87932	115.7354	
FUJ	32.66639	128.833	
FUK	33.5868	130.4474	
FUL	33.86667	-117.975	
FUM	-6.39381	142.4398	
FUN	-8.51667	179.2083	
FUO	23.13333	113.2833	
FUT	-14.25	-178.15	
FVL	-18.2833	128.4167	
FVM	-0.30944	73.43278	
FVR	-15.2531	127.8333	
FWA	40.97983	-85.1879	
FWH	32.76389	-97.3	
FWL	62.50177	-153.897	
FWM	56.81667	-5.11667	
FXE	26.06667	-80.15	
FXM	70.2	-146	
FXO	-14.8172	36.53172	
FXY	43.26667	-93.65	
FYJ	48.19949	134.3664	
FYM	35.15	-86.5667	
FYN	46.8037	89.5133	
FYT	17.91761	19.10775	
FYU	66.57355	-145.241	
FYV	36.00361	-94.17	
FZL	39.59457	47.19643	
FZO	51.51667	-2.58333	
GAA	9.15	-74.2333	
GAB	38.86667	-117.917	
GAC	14.59667	-88.5939	
GAD	33.97361	-86.0872	
GAE	33.73072	9.914349	
GAF	34.42397	8.823457	
GAG	36.35	-99.8833	
GAH	-25.4333	151.4833	
GAI	39.15	-77.2	
GAJ	38.41065	140.3658	
GAK	62.33333	-145.317	
GAL	64.73703	-156.933	
GAM	63.7663	-171.733	
GAN	-0.69	73.15654	
GAO	20.08472	-75.1586	
GAP	-6.5	146.3333	
GAQ	16.24861	-0.00139	
GAR	-7.87454	147.1407	
GAS	-0.46581	39.64902	
GAT	44.55	6.083333	
GAU	26.11137	91.58297	23
GAV	-26	130.8833	
GAW	22.175	94.13367	
GAX	-2.76667	9.983333	
GAY	24.74667	84.94583	
GAZ	-9.22623	152.9449	
GBA	-15	166	
GBB	40.4936	47.4245	
GBC	-6.10224	141.7396	
GBD	38.34725	-98.8504	
GBE	-24.5534	25.92497	
GBF	-6.56775	144.7041	
GBG	40.9362	-90.4272	
GBH	68.47889	-149.49	
GBI	26.66667	-78.5	
GBJ	15.86667	-61.2667	
GBK	7.812718	-12.3776	
GBL	-11.55	133.4333	
GBM	3.322668	42.21277	
GBO	39.26667	-76.75	
GBP	-16.5435	143.6697	
GBR	42.18405	-73.4033	
GBS	-36.1333	175.3333	
GBT	36.90851	54.41052	
GBU	14.925	35.878	
GBV	-15.65	126.6333	
GBW	-22.5812	120.0355	
GBZ	-36.25	175.4167	
GCA	2.316667	-75.5	
GCC	44.34636	-105.533	
GCD	47.92348	-119.081	
GCH	30.33416	50.83362	
GCI	49.43457	-2.60359	
GCJ	-26.2333	28.15	
GCK	37.92861	-100.73	
GCM	19.29262	-81.3585	
GCN	35.95194	-112.148	
GCT	36.258	-113.231	
GCV	-29.9417	-50.9942	
GCW	36.07211	-113.95	
GCY	36.21667	-82.85	
GDA	9.333333	21.16667	
GDB	21.522	80.01	
GDC	34.8	-82.35	
GDD	-18.7167	128.55	
GDE	5.902222	43.62833	
GDG	53.47646	125.7937	
GDH	59.71667	-158.167	
GDI	9.733333	21.58333	
GDJ	-6.76667	23.96667	
GDL	20.5252	-103.299	
GDM	42.56667	-71.9833	
GDN	54.38098	18.46866	
GDO	7.233333	-70.8	
GDP	-6.78194	-43.5817	
GDQ	12.51886	37.4316	
GDR	-22.9753	-44.3072	
GDT	21.44442	-71.1417	
GDV	47.13813	-104.809	
GDW	43.97083	-84.4754	
GDX	59.91477	150.7215	
GDZ	44.58178	38.01254	
GEA	-22.2576	166.473	
GEB	0.083333	129.4167	
GEC	35.236	33.72248	
GED	38.68988	-75.3596	
GEE	-18.2833	143.55	
GEF	-7.57833	156.5978	
GEG	47.62004	-117.542	
GEI	-4.5	154.1667	
GEK	63.1	-156.433	
GEL	-28.2834	-54.1656	
GEM	1.6818	11.02347	
GEO	6.498249	-58.2559	
GER	21.8375	-82.78	
GES	6.108066	125.2342	
GET	-28.7996	114.7037	
GEV	67.13181	20.81735	
GEW	-9.3	148.4667	
GEX	-38.1333	144.35	
GEY	44.51804	-108.084	
GFA	47.5	-111.283	
GFB	59.01667	-160.05	
GFD	39.7922	-85.7356	
GFE	-33.9	148.1833	
GFF	-34.2529	146.0638	
GFK	47.9488	-97.1759	
GFL	43.34396	-73.6101	
GFN	-29.7522	153.0315	
GFO	6.416667	-58.5833	
GFR	48.88333	-1.56667	
GFY	-19.5968	18.12527	
GGB	-14.0196	-52.1503	
GGC	-12.65	22.56667	
GGD	-18.6298	139.234	
GGE	33.38333	-79.2833	
GGF	-1.47928	-52.5781	
GGG	32.38382	-94.7137	
GGH	-23.6917	-52.6422	
GGJ	-24.0809	-54.1911	
GGL	8.333333	-77.0833	
GGM	0.27145	34.78726	
GGN	6.133333	-5.93333	
GGO	6.333333	-7.75	
GGR	8.283333	48.33333	
GGS	-48.7667	-70.25	
GGT	23.56241	-75.8765	
GGW	48.21278	-106.616	
GHA	32.38572	3.794306	
GHB	25.28406	-76.33	
GHC	25.73806	-77.8403	
GHE	8.033333	-78.25	
GHF	49.65413	9.9799	
GHK	63.43534	-109.145	
GHM	35.78333	-87.4667	
GHN	30.46667	106.65	
GHS	-0.2036	115.76	
GHT	24.96667	10.16667	
GHU	-33.0051	-58.6146	
GHV	45.70622	25.52352	
GIB	36.15157	-5.34792	
GIC	-9.23272	142.2182	
GID	-3.41788	29.91283	
GIF	28.06667	-81.75	
GIG	-22.8112	-43.2586	
GII	11.51667	-9.16667	
GIL	35.91896	74.33392	
GIM	-0.01667	11.4	
GIR	4.3	-74.8	
GIS	-38.6639	177.9783	
GIT	-2.8	32.2	
GIU	7.956408	80.75958	
GIY	-23.2828	30.64951	
GIZ	16.89895	42.58234	
GJA	16.445	-85.9058	
GJL	36.79435	5.87557	
GJM	-10.7833	-65.3667	
GJR	65.99648	-21.3255	
GJT	39.12342	-108.524	
GKA	-6.07512	145.3932	
GKD	40.20527	25.88372	
GKE	50.96667	6.133333	
GKH	28	84.675	
GKK	0.730833	73.43306	
GKL	-23.1831	150.9385	
GKN	62.15454	-145.452	
GKO	-0.08333	11.46667	
GKT	35.85847	-83.5306	
GLA	55.86421	-4.43178	
GLB	33.5314	-110.667	
GLC	6.98444	46.4214	
GLD	39.36781	-101.7	
GLE	33.63333	-97.1333	
GLF	8.653069	-83.1811	
GLG	-24.7972	139.5949	
GLH	33.48444	-90.985	
GLI	-29.6753	151.6914	
GLK	6.766667	47.43333	
GLL	60.7	8.95	
GLM	-22.8901	138.821	
GLN	29.01667	-10.0667	
GLO	51.88333	-2.23333	
GLP	-5.28333	141.5167	
GLQ	62.11667	-145.55	
GLR	45.00871	-84.7023	
GLS	29.2675	-94.8603	
GLT	-23.8695	151.2239	
GLU	26.88757	90.46151	
GLV	64.54333	-163.039	
GLW	37	-85.9167	
GLX	1.833333	127.8333	
GLY	-20.0833	119.6667	
GLZ	51.58333	4.75	
GMA	3.23551	19.77047	
GMB	8.283333	34.58333	
GMC	49.43333	-2.6	
GMD	33.65401	-7.21765	
GME	52.41667	31	
GMI	-6.27091	150.3327	
GMM	-1.93333	15.86667	
GMN	-42.4623	171.1905	
GMO	10.29698	10.89639	
GMP	37.55901	126.7942	
GMQ	34.41975	100.2997	
GMR	-23.084	-134.888	
GMS	-2.15	-44.7	
GMT	65.40556	-161.278	
GMU	34.84804	-82.3521	
GMV	37.01758	-110.202	
GMZ	28.03048	-17.2143	
GNA	53.66667	23.8	
GNB	45.35983	5.332019	
GND	12.0048	-61.7857	
GNF	33.97531	-89.9323	
GNG	42.93333	-114.717	
GNI	23.1	121.4667	
GNJ	40.73705	46.31628	
GNM	-14.3	-42.7833	
GNN	7.145504	40.71521	
GNR	-39.9833	-67.6	
GNS	1.25	97.5	
GNT	35.15	-107.867	
GNU	59.11848	-161.579	
GNV	29.68652	-82.2767	
GNY	37.09417	38.84694	
GNZ	-21.6924	21.65829	
GOA	44.41271	8.843503	
GOB	7.013889	39.98056	
GOC	-9.16667	148.8167	
GOE	-5.36667	151.85	
GOF	31.46667	-100.433	
GOG	-22.5054	18.97155	
GOH	64.19277	-51.6779	
GOI	15.3805	73.8317	8
GOJ	56.21861	43.78976	
GOK	35.85229	-97.4173	
GOL	42.41667	-124.417	
GOM	-1.66486	29.23811	
GON	41.32889	-72.0464	
GOO	-28.5244	150.3194	
GOP	26.74419	83.45189	1
GOQ	36.40046	94.78626	
GOR	8.159438	35.55229	
GOS	-33.4333	151.35	
GOT	57.66241	12.28776	
GOU	9.337222	13.3772	
GOV	-12.2696	136.8227	
GOX	15.7302	73.8631	8
GOY	64.33333	100.4333	
GOZ	43.11667	25.66667	
GPA	38.25	21.73333	
GPB	-25.3333	-51.5	
GPD	-19.9994	139.9178	
GPI	2.5	-78.3417	
GPL	10.2172	-83.7971	
GPN	-11.7667	130.0167	
GPO	-35.6333	-63.7667	
GPS	-0.45481	-90.2651	
GPT	30.40711	-89.0714	
GPZ	47.21444	-93.5111	
GQQ	40.75264	-82.7242	
GRA	8.333333	-73.7	
GRB	44.47849	-88.1436	
GRC	4.6	-8.16667	
GRD	34.25139	-82.1583	
GRE	38.88333	-89.4167	
GRF	47.07929	-122.582	
GRG	33.61667	69.11667	
GRH	-10.225	150.55	
GRI	40.97051	-98.3075	
GRJ	-34.0015	22.38224	
GRK	31.06778	-97.8319	
GRL	-7.98021	147.2133	
GRM	46.66667	-85.9833	
GRN	42.8	-102.2	
GRO	41.90449	2.762426	
GRP	-11.6667	-49.2167	
GRQ	53.1215	6.581723	
GRR	42.87661	-85.5349	
GRS	42.76194	11.07056	
GRT	32.66667	74.03333	
GRU	-23.4378	-46.4813	
GRV	43.33333	45.75	
GRW	39.09095	-28.028	
GRX	37.1868	-3.7773	
GRY	66.54678	-18.0175	
GRZ	46.98875	15.44002	
GSA	4.409097	115.7248	
GSB	35.38333	-77.9833	
GSC	-25.1667	115.25	
GSE	57.77775	11.86451	
GSH	41.58333	-85.8333	
GSI	-9.53333	160.2	
GSJ	13.93653	-90.833	
GSL	62.59888	-111.539	
GSM	26.75317	55.89918	
GSN	-31.6667	137.7667	
GSO	36.10315	-79.9436	
GSP	34.89545	-82.2172	
GSQ	22.58333	28.71667	
GSR	9.5	49.05	
GSS	-25.1167	30.8	
GST	58.42377	-135.706	
GSU	14.03333	35.46667	
GSV	51.71667	46.16667	
GSY	53.58333	-0.08333	
GTA	-8.76667	158.1833	
GTB	2.116667	111.7	
GTC	26.25	-77.3667	
GTE	-13.9739	136.46	
GTF	47.48003	-111.376	
GTG	45.78333	-92.6833	
GTI	54.38333	12.31667	
GTK	2.6	102.9167	
GTN	-43.7667	170.1361	
GTO	0.639039	122.8509	
GTP	42.51017	-123.389	
GTR	33.4502	-88.5904	
GTS	-26.9667	133.6167	
GTT	-18.4167	143.7833	
GTW	49.2	17.51667	
GTY	39.83333	-77.2333	
GTZ	-2.16083	34.22556	
GUA	14.58332	-90.5272	
GUB	28.02557	-114.022	
GUC	38.53236	-106.94	
GUD	16.36258	-3.59901	
GUE	-3.58033	141.5914	
GUF	30.16667	-87.5833	
GUG	-8.51667	146.9	
GUH	-30.9574	150.2491	
GUI	10.57642	-62.3112	
GUJ	-22.7912	-45.2048	
GUL	-34.75	149.7167	
GUM	13.49279	144.8049	
GUN	32.38333	-86.3167	
GUO	15.11667	-86.1333	
GUP	35.51111	-108.787	
GUQ	9.028068	-69.7544	
GUR	-10.3106	150.336	
GUS	40.75	-86.0667	
GUT	51.9	8.383333	
GUU	64.99445	-23.2184	
GUV	-6.28008	142.4206	
GUW	47.12124	51.82327	
GUX	24.66667	77.31667	
GUY	36.68607	-101.508	
GUZ	-20.647	-40.4918	
GVA	46.23782	6.108121	
GVE	38.13333	-78.2	
GVI	-3.96667	141.15	
GVL	34.27232	-83.8268	
GVN	48.92491	140.0297	
GVP	-15.7833	144.6167	
GVR	-18.8503	-41.9333	
GVT	33.06667	-96.0617	
GVW	38.88333	-94.5333	
GVX	60.59286	16.95115	
GWA	21	94	
GWD	25.23234	62.32853	
GWE	-19.4358	29.86111	
GWL	26.29729	78.22278	
GWN	-6.56667	146.25	
GWO	33.49457	-90.0862	
GWS	39.58317	-107.414	
GWT	54.91528	8.343056	
GWV	43.11667	-87.95	
GWY	53.28333	-9.03333	
GXA	-0.9418	114.8937	
GXF	15.96591	48.78901	
GXG	-7.78333	15.45	
GXH	34.81908	102.6224	
GXM	-1.12707	113.8752	
GXQ	-45.5889	-72.0986	
GXX	10.35638	15.23786	
GXY	40.41667	-104.7	
GYA	-10.83	-65.3617	
GYB	-21.1398	118.6934	
GYD	40.47282	50.04917	
GYE	-2.14265	-79.8803	
GYG	62.10832	129.5623	
GYI	-1.67887	29.25905	
GYL	-16.3333	128.6667	
GYM	27.95556	-110.931	
GYN	-16.6326	-49.2266	
GYO	3.945658	97.35974	
GYP	-26.1833	152.6333	
GYR	33.43333	-112.35	
GYS	32.39073	105.6953	
GYU	40.83333	43.9	
GYY	41.61783	-87.4141	
GYZ	-28.034	123.814	
GZA	31.24639	34.27611	
GZG	31.75483	99.55351	
GZI	33	68.41666	
GZM	36.04167	14.20833	
GZO	-8.09998	156.8651	
GZP	36.29881	32.29718	
GZT	36.94793	37.47319	
GZW	36.23333	50.03333	
HAA	70.46667	22.15	
HAB	34.15	-88.1	
HAC	33.11795	139.7812	
HAD	56.69265	12.82066	
HAE	36.23056	-112.669	
HAF	37.46667	-122.433	
HAH	-11.5373	43.27492	
HAI	41.95	-85.6333	
HAJ	52.46144	9.687237	
HAK	19.94426	110.4593	
HAL	-19.9667	13.06667	
HAM	53.63636	9.99455	
HAN	21.21903	105.8045	
HAO	39.4	-84.5667	
HAP	-20.5	148.75	
HAQ	6.746741	73.16926	
HAR	40.21611	-76.8522	
HAS	27.43973	41.68567	
HAT	-19.7208	140.5833	
HAU	59.34292	5.215237	
HAV	22.98738	-82.4142	
HAW	51.83312	-4.96104	
HAX	35.75	-95.4167	
HAY	65.20083	-161.157	
HAZ	-4.43333	145.1833	
HBA	-42.8373	147.5052	
HBB	32.7	-103.133	
HBC	57.5	-135.917	
HBD	-6.32043	142.489	
HBE	30.92223	29.6865	
HBG	31.31667	-89.2667	
HBH	57.40833	-133.467	
HBI	25.51667	-76.6	
HBK	34.94173	-110.147	
HBN	12	106	
HBO	40.16667	-95.95	
HBQ	38.00956	100.6367	
HBR	35.01667	-99.1	
HBT	27.91155	45.52297	
HBU	46.1005	91.58365	
HBX	15.36048	75.07761	
HCA	32.30361	-101.434	
HCB	55.45	-131.283	
HCC	42.29045	-73.7116	
HCJ	24.80484	107.7107	
HCM	7.916667	49.8	
HCN	21.93333	120.8333	
HCQ	-18.2365	127.6646	
HCR	62.19084	-159.773	
HCW	34.7	-79.8833	
HCZ	25.75483	112.8497	
HDA	57.2	-134.85	
HDB	49.3933	8.6525	
HDD	25.31943	68.36836	
HDE	40.45185	-99.3384	
HDF	53.87853	14.15257	
HDG	36.52499	114.4277	
HDH	21.46667	-157.967	
HDK	6.63122	73.06709	
HDM	34.8664	48.55919	
HDN	40.48447	-107.221	
HDO	28.70579	77.34214	
HDR	27.05	56.16667	
HDS	-24.35	30.95	
HDY	6.935395	100.3937	
HEA	34.20658	62.22777	
HEB	17.63333	95.46667	
HED	55.83333	-160.833	
HEE	34.53333	-90.6	
HEH	20.74776	96.79267	
HEI	54.15556	8.902778	
HEK	50.21667	127.4333	
HEL	60.32136	24.94721	
HEM	60.25211	25.04373	
HEN	51.58333	-0.23333	
HEO	-9.13662	147.5986	
HER	35.33633	25.17423	
HES	45.85	-119.283	
HET	40.8509	111.818	
HEV	37.26667	-6.95	
HEW	29.12578	120.2449	
HEX	18.475	-69.975	
HEY	31.41667	-84.5333	
HEZ	31.61472	-91.2964	
HFA	32.81057	35.04308	
HFD	41.73787	-72.6488	
HFE	31.85	117.2833	
HFF	35.03333	-79.5667	
HFN	64.29642	-15.2277	
HFS	60.02045	13.57844	
HFT	70.67964	23.67036	
HGA	9.512619	44.07985	
HGD	-20.8165	144.2269	
HGE	10.4634	-66.0961	
HGH	30.23687	120.4291	
HGI	10.98333	32	1
HGL	54.18554	7.914329	
HGN	19.30107	97.97607	
HGO	9.413889	-5.61667	
HGR	39.70778	-77.73	
HGS	8.393056	-13.13	
HGT	35.96667	-121.15	
HGU	-5.82754	144.2996	
HGZ	66.18496	-155.705	
HHE	40.5542	141.4689	
HHH	32.22565	-80.6961	
HHI	21.5	-158.033	
HHN	49.94463	7.26121	
HHP	22.31806	114.2	
HHQ	12.63683	99.95102	
HHR	33.92695	-118.336	
HHZ	-17.5333	-142.533	
HIA	33.79193	119.1278	
HIB	47.38861	-92.8386	
HID	-10.5864	142.2863	
HIE	44.36583	-71.5486	
HIF	41.21667	-111.967	
HIG	-16.4244	143.146	
HIH	-20.1667	148.95	
HII	34.56833	-114.355	
HIJ	34.43748	132.9195	
HIK	21.31667	-157.867	
HIL	6.083333	44.76667	
HIM	8.040768	80.95168	
HIN	35.0922	128.0867	
HIO	45.51667	-122.983	
HIP	-21.3221	138.2954	
HIR	-9.42944	160.0499	
HIS	-20.0667	148.8667	
HIT	-6.94284	143.0551	
HIW	34.36361	132.4164	
HJB	42.9766	83.9729	
HJJ	27.44585	109.7071	
HJR	24.81383	79.91583	
HJT	46.92143	102.7695	
HKA	35.94056	-89.8308	
HKB	63.86667	-148.967	
HKD	41.76988	140.825	
HKG	22.3126	113.9173	
HKK	-42.7132	170.9858	
HKN	-5.46145	150.4048	
HKR	-1.14556	35.12472	
HKS	32.3	-90.2	
HKT	8.110132	98.30582	
HKV	41.93333	25.55	
HKY	35.73861	-81.3917	
HLA	-25.9344	27.92474	
HLB	39.3	-85.2167	
HLC	39.36667	-99.85	
HLD	49.20791	119.8275	
HLE	-15.9586	-5.64606	
HLF	57.52639	15.82778	
HLG	40.18333	-80.65	
HLH	46.20098	121.998	
HLI	36.85	-121.4	
HLJ	46.79323	130.2701	
HLL	-21.7833	119.3333	
HLM	42.78333	-86.1167	
HLN	46.6064	-111.983	
HLP	-6.26302	106.899	
HLR	31.11667	-97.7333	
HLS	-41.2667	148.25	
HLT	-37.6461	142.0607	
HLU	-21.0333	166.0667	
HLV	-15.6861	145.2188	
HLW	-28.0161	32.2751	
HLY	53.3	-4.63333	
HLZ	-37.8649	175.3315	
HMA	61.02893	69.09482	
HMB	26.34175	31.73107	
HME	31.6754	6.141753	
HMG	-23.95	132.75	
HMI	42.91667	93.41666	
HMJ	49.41667	27	
HMN	32.9	-105.95	
HMO	29.09211	-111.055	
HMR	60.81817	11.06742	
HMS	58.29445	-135.347	
HMT	33.73333	-117.025	
HMV	65.72778	15.27306	
HMY	36.704	126.486	
HNA	39.42652	141.1353	
HNB	38.3	-86.95	
HNC	35.21667	-75.7	
HND	35.54572	139.7806	
HNE	61.8852	-147.335	
HNG	-20.6667	164.9	
HNH	58.09776	-135.412	
HNI	22.21306	159.447	
HNL	21.3204	-157.917	
HNM	20.795	-156.014	
HNN	-6.13333	142.2333	
HNS	59.24583	-135.519	
HNX	41.83333	-106.5	
HNY	26.85	112.5	
HOA	-1	40	
HOB	32.68861	-103.217	
HOC	-7.39848	145.8829	
HOD	14.75564	42.97048	
HOE	20.5	103.75	
HOF	25.28794	49.48707	
HOG	20.78528	-76.315	
HOH	47.3844	9.69933	
HOI	-18.0625	-140.965	
HOK	-18.3312	130.655	
HOL	62.86667	-159.65	
HOM	59.64292	-151.491	
HON	44.38361	-98.2264	
HOO	12.00972	107.6881	
HOP	36.86667	-87.4833	
HOQ	50.28917	11.86222	
HOR	38.52037	-28.7162	
HOS	-37.4167	-70.2167	
HOT	34.48266	-93.0957	
HOU	29.64715	-95.2769	
HOV	62.17821	6.068381	
HOW	8.920064	-79.5946	
HOX	24.89904	94.91514	
HOY	58.83333	-3.3	
HPA	-19.7769	-174.341	
HPB	61.52475	-166.148	
HPE	-14.6667	144.9167	
HPG	31.62624	110.3398	
HPH	20.8173	106.7195	
HPN	41.06802	-73.7083	
HPT	42.75	-93.2	
HPV	22.20927	-159.445	
HPY	29.73333	-94.9667	
HQL	37.66271	75.29227	
HQM	46.97194	-123.936	
HQQ	35.87083	114.4619	
HRA	34.33333	73.2	
HRB	45.62212	126.2453	
HRC	48.46667	70.46667	
HRE	-17.9333	31.09071	
HRF	6.980556	72.89583	
HRG	27.17984	33.79433	
HRH	27.8592	78.1487	
HRI	6.286278	81.12252	
HRJ	28	82.33334	
HRK	49.92078	36.28119	
HRL	26.23111	-97.6535	
HRM	33.16667	3.2	
HRN	-23.4333	151.9167	
HRO	36.26119	-93.154	
HRR	3.216667	-75.85	
HRS	-26.2333	29.1	
HRT	54	-1.55	
HRY	-24.584	133.2356	
HRZ	-27.637	-54.3402	
HSA	43.31369	68.55004	
HSB	37.73333	-88.5333	
HSC	24.83333	113.6167	
HSF	44.45487	130.8445	
HSG	33.15329	130.3033	
HSH	35.97313	-115.136	
HSI	40.60556	-98.4269	
HSJ	34.84029	113.2758	
HSK	42.07724	-0.31955	
HSL	65.6979	-156.351	
HSM	-36.6667	142.1667	
HSN	29.93502	122.3605	
HSP	37.95056	-79.8339	
HSR	22.38806	71.02833	
HSS	29.16667	75.8	
HST	25.48333	-80.4833	
HSV	34.63699	-86.7638	
HSZ	24.81872	120.9434	
HTA	52.02482	113.3102	
HTB	15.71667	-61.6333	
HTG	71.97928	102.5115	
HTH	38.53333	-118.633	
HTI	-20.3523	148.9481	
HTL	44.44806	-84.7111	
HTM	50.4411	100.1338	
HTN	37.03216	79.86285	
HTO	40.96147	-72.2499	
HTR	24.05967	123.8052	
HTS	38.36797	-82.5596	
HTT	38.19263	90.84589	
HTU	-35.7161	142.3591	
HTV	30.71667	-95.55	
HTW	36.83333	-76.2833	
HTY	36.36176	36.28454	
HTZ	6.033333	-72.6333	
HUA	34.73333	-86.5833	
HUB	-16.5	130.75	
HUC	18.13825	-65.8004	
HUD	42.73333	-94.2167	
HUE	14.25	36.58333	
HUF	39.44969	-87.3035	
HUG	15.33333	-91.4667	
HUH	-16.6892	-151.028	
HUI	16.39974	107.7054	
HUJ	34.03269	-95.5414	
HUK	-23.9867	21.75947	
HUL	46.13333	-67.8	
HUM	29.5666	-90.6599	
HUN	24.02372	121.62	
HUO	45.48621	119.4151	
HUQ	29.5	15.5	
HUS	66.04056	-154.263	
HUT	38.06805	-97.8611	
HUU	-9.87869	-76.205	
HUV	61.76782	17.08164	
HUW	53.58345	-0.34867	
HUX	15.77598	-96.2587	
HUY	53.5714	-0.35346	
HUZ	23.08333	114.3667	
HVA	-14.6292	47.75772	
HVB	-25.3209	152.8841	
HVD	48.01667	91.65	
HVE	38.36667	-110.717	
HVG	70.98333	25.83333	
HVK	65.7	-22.4667	
HVN	41.26528	-72.8883	
HVR	48.543	-109.762	
HVS	34.38333	-80.0667	
HWA	-7.43333	145.9667	
HWD	37.65907	-122.121	
HWI	58.11778	-134.754	
HWK	-31.7167	138.4167	
HWN	-19.3625	26.51833	
HWO	26	-80.15	
HXD	37.1238	97.26339	
HXX	-34.5312	144.8326	
HYA	41.67077	-70.2844	
HYC	51.61667	-0.75	
HYD	17.23116	78.43178	1
HYF	-3.63333	143.05	
HYG	55.20667	-132.827	
HYL	55.48263	-132.651	
HYN	28.56265	121.4248	
HYR	46.02445	-91.4444	
HYS	38.84611	-99.2742	
HYV	60.65311	24.88189	
HZA	-36.7756	-57.6414	
HZB	50.61905	2.644071	
HZG	32.98333	107.1833	
HZH	26.32249	109.1504	
HZK	65.95449	-17.4249	
HZL	40.98328	-75.9956	
HZP	57.38167	-111.701	
HZU	30.67745	104.5295	
HZV	-25.0494	31.13195	
IAA	67.4342	86.6303	
IAB	37.68114	-97.2762	
IAD	38.95227	-77.4535	
IAG	43.10749	-78.9509	
IAH	29.98414	-95.333	
IAL	-16.2083	-42.3219	
IAM	28.05539	9.644012	
IAN	66.97531	-160.441	
IAO	9.858858	126.0152	
IAQ	28.93333	50.83333	
IAR	57.61667	39.88333	
IAS	47.17699	27.61699	
IAU	-9.78333	148.1	
IAX	5.562222	126.5814	
IBA	7.431944	3.911111	
IBB	-0.93954	-90.9535	
IBE	4.421779	-75.1347	
IBI	-5.55333	149.1903	
IBL	-21.708	35.4528	
IBM	-21.2882	118.8871	
IBO	-12.3333	40.58333	
IBP	-11.3667	-69.5833	
IBR	36.17628	140.4069	
IBZ	38.87295	1.370372	
ICA	4.338048	-61.7386	
ICC	10.79419	-63.9815	
ICI	-17.7443	-179.342	
ICK	5.933333	-56.9833	
ICL	40.73333	-95.0333	
ICN	37.46342	126.4416	
ICO	11.45933	123.2505	
ICR	20.98333	-75.975	
ICS	44.49279	-116.015	
ICT	37.65334	-97.4309	
ICY	60	-141.25	
IDA	43.51518	-112.066	
IDB	61.86972	12.68944	
IDC	42.53333	-4.55	
IDF	-5.03333	19.6	
IDG	42.35	-95.4667	
IDH	45.94084	-116.124	
IDI	40.61667	-79.15	
IDK	-26.9667	133.325	
IDN	-6.22668	147.2434	
IDO	-11.5667	-50.6667	
IDP	37.23333	-95.7	
IDR	22.72865	75.80944	
IDY	46.71704	-2.39082	
IEG	51.93333	15.51667	
IEJ	26.72264	127.787	
IES	51.3	13.28333	
IEV	50.40194	30.45083	
IFA	42.51667	-93.2667	
IFF	-18.8774	141.215	
IFH	32.92232	51.56216	
IFJ	66.05683	-23.1386	
IFL	-17.55	146.0167	
IFN	32.76145	51.88885	
IFO	48.88754	24.70757	
IFP	35.15439	-114.559	
IFU	5.70877	73.0249	
IGA	20.97447	-73.661	
IGB	-41.3186	-69.575	
IGD	39.97341	43.88398	
IGE	-1.91667	9.316667	
IGG	59.32517	-155.9	
IGH	-18.7167	146.1667	
IGL	38.31889	27.15945	
IGM	35.26019	-113.938	
IGN	8.130894	124.2152	
IGO	7.680024	-76.6841	
IGR	-25.736	-54.4747	
IGS	48.71364	11.53587	
